cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,,,,,
192,594,47,2016-06-07 00:12:45 UTC,2%,"$152,375.39 ","$249,035.39 ","$96,660.00 ","$7,408.36 ",26,3,Validação documentos,,,,,
864,378,47,2013-12-16 16:14:48 UTC,2%,"$79,873.74 ","$103,169.64 ","$23,295.90 ","$2,709.10 ",40,3,Validação documentos,,,,,
1083,820,47,2012-09-07 00:10:10 UTC,2%,"$105,206.31 ","$194,504.44 ","$89,298.13 ","$1,965.96 ",115,6,Validação documentos,,,,,
1155,707,47,2011-04-30 01:21:13 UTC,1%,"$15,848.66 ","$19,948.27 ","$4,099.61 ",$218.62 ,115,5,Validação documentos,,,,,
1478,637,47,2014-01-15 10:08:53 UTC,1%,"$125,713.57 ","$172,106.20 ","$46,392.63 ","$2,537.19 ",84,3,Validação documentos,,,,,
1697,564,47,2022-02-14 03:38:55 UTC,2%,"$55,592.06 ","$107,539.76 ","$51,947.70 ","$1,382.27 ",103,2,Validação documentos,,,,,
1745,424,47,2017-08-27 09:57:32 UTC,2%,"$12,940.98 ","$20,831.83 ","$7,890.85 ",$517.83 ,38,6,Validação documentos,,,,,
275,332,48,2017-08-07 19:30:22 UTC,2%,"$46,387.89 ","$88,725.05 ","$42,337.16 ",$978.15 ,94,0,Validação documentos,,,,,
361,265,48,2016-10-29 01:44:48 UTC,2%,"$100,862.14 ","$153,122.88 ","$52,260.74 ","$7,363.94 ",16,3,Validação documentos,,,,,
1223,279,48,2016-07-13 07:46:49 UTC,1%,"$43,924.50 ","$59,711.93 ","$15,787.43 ","$9,173.40 ",5,5,Validação documentos,,,,,
1450,920,48,2014-11-09 01:19:32 UTC,1%,"$3,656.33 ","$4,440.22 ",$783.89 ,$75.75 ,81,6,Validação documentos,,,,,
1508,528,48,2022-04-22 08:52:14 UTC,1%,"$112,141.85 ","$201,827.11 ","$89,685.26 ","$5,055.54 ",27,2,Validação documentos,,,,,
350,738,49,2014-03-28 12:35:12 UTC,2%,"$106,319.84 ","$210,478.52 ","$104,158.68 ","$2,656.82 ",68,6,Validação documentos,,,,,
409,467,49,2014-07-11 01:42:45 UTC,1%,"$35,554.28 ","$60,545.37 ","$24,991.09 ","$1,454.14 ",28,2,Validação documentos,,,,,
559,375,49,2022-09-19 03:36:25 UTC,2%,"$103,759.69 ","$158,635.86 ","$54,876.17 ","$3,708.34 ",43,6,Validação documentos,,,,,
927,371,49,2010-10-20 21:02:24 UTC,2%,"$64,101.70 ","$81,144.26 ","$17,042.56 ","$3,714.53 ",22,3,Validação documentos,,,,,
1154,326,49,2014-08-03 01:53:03 UTC,1%,"$166,623.72 ","$228,895.44 ","$62,271.72 ","$2,550.52 ",117,2,Validação documentos,,,,,
1220,917,49,2020-08-03 01:49:36 UTC,1%,"$91,234.45 ","$180,077.48 ","$88,843.03 ","$1,733.65 ",96,5,Validação documentos,,,,,
1751,109,49,2015-05-31 07:00:45 UTC,2%,"$4,285.81 ","$7,194.61 ","$2,908.80 ",$120.86 ,57,5,Validação documentos,,,,,
1295,927,50,2022-01-28 10:40:18 UTC,1%,"$157,633.95 ","$199,276.92 ","$41,642.97 ","$2,600.14 ",112,3,Validação documentos,,,,,
1572,950,50,2017-06-10 00:24:36 UTC,1%,"$96,023.28 ","$148,429.81 ","$52,406.53 ","$1,559.48 ",117,5,Validação documentos,,,,,
778,452,51,2015-11-24 05:43:38 UTC,2%,"$107,064.71 ","$137,822.99 ","$30,758.28 ","$4,990.40 ",31,3,Validação documentos,,,,,
1741,295,51,2020-09-07 16:30:31 UTC,1%,"$9,775.19 ","$19,046.08 ","$9,270.89 ",$146.15 ,98,3,Validação documentos,,,,,
1910,997,51,2013-06-10 13:45:19 UTC,2%,"$18,534.02 ","$24,177.91 ","$5,643.89 ",$768.11 ,32,0,Validação documentos,,,,,
613,737,52,2016-08-15 18:56:29 UTC,1%,"$154,962.50 ","$206,269.97 ","$51,307.47 ","$2,971.11 ",81,5,Validação documentos,,,,,
898,82,52,2013-06-07 01:07:57 UTC,1%,"$107,944.66 ","$186,552.83 ","$78,608.17 ","$1,940.13 ",85,2,Validação documentos,,,,,
1015,120,52,2015-05-04 11:35:01 UTC,1%,"$75,962.67 ","$112,835.80 ","$36,873.13 ","$3,227.74 ",28,3,Validação documentos,,,,,
279,517,53,2012-01-25 05:11:57 UTC,1%,"$84,614.58 ","$162,394.06 ","$77,779.48 ","$2,235.01 ",46,0,Validação documentos,,,,,
312,942,53,2016-04-13 11:27:07 UTC,2%,"$116,670.34 ","$178,652.68 ","$61,982.34 ","$3,290.21 ",57,5,Validação documentos,,,,,
373,548,53,2011-02-17 22:45:36 UTC,2%,"$98,283.60 ","$139,798.65 ","$41,515.05 ","$2,401.18 ",109,4,Validação documentos,,,,,
940,991,53,2013-05-05 08:02:03 UTC,1%,"$30,032.33 ","$36,866.80 ","$6,834.47 ",$575.95 ,72,5,Validação documentos,,,,,
1320,5,53,2012-12-19 17:27:53 UTC,2%,"$59,852.05 ","$79,229.78 ","$19,377.73 ","$2,592.21 ",29,5,Validação documentos,,,,,
1768,542,53,2012-05-24 00:09:06 UTC,2%,"$102,826.16 ","$134,778.99 ","$31,952.83 ","$6,846.14 ",19,5,Validação documentos,,,,,
1078,395,54,2014-02-19 03:14:51 UTC,2%,"$39,138.66 ","$49,429.78 ","$10,291.12 ","$20,288.44 ",2,5,Validação documentos,,,,,
1627,651,54,2010-09-11 16:37:09 UTC,2%,"$102,199.63 ","$152,867.12 ","$50,667.49 ","$2,579.76 ",105,1,Validação documentos,,,,,
1677,881,54,2022-04-06 04:53:30 UTC,1%,"$130,962.24 ","$236,449.64 ","$105,487.40 ","$2,162.43 ",106,5,Validação documentos,,,,,
1748,7,54,2013-09-23 09:38:22 UTC,2%,"$28,240.99 ","$41,620.86 ","$13,379.87 ",$947.36 ,44,6,Validação documentos,,,,,
1047,166,55,2018-02-13 23:05:51 UTC,1%,"$25,122.99 ","$32,393.19 ","$7,270.20 ","$1,032.80 ",30,5,Validação documentos,,,,,
1225,589,55,2010-02-12 20:15:46 UTC,2%,"$79,199.41 ","$157,968.47 ","$78,769.06 ","$1,634.22 ",102,4,Validação documentos,,,,,
1943,937,55,2010-04-15 13:27:17 UTC,1%,"$160,604.93 ","$216,225.23 ","$55,620.30 ","$3,599.40 ",64,0,Validação documentos,,,,,
237,862,56,2018-05-15 03:08:54 UTC,1%,"$78,874.82 ","$115,096.34 ","$36,221.52 ","$1,944.94 ",54,1,Validação documentos,,,,,
238,201,56,2020-03-29 11:46:53 UTC,2%,"$71,355.92 ","$90,989.60 ","$19,633.68 ","$1,529.58 ",114,6,Validação documentos,,,,,
507,52,56,2012-04-24 03:31:44 UTC,2%,"$89,815.73 ","$144,180.40 ","$54,364.67 ","$1,882.95 ",85,3,Validação documentos,,,,,
589,319,56,2017-11-24 00:10:02 UTC,1%,"$75,760.50 ","$108,888.98 ","$33,128.48 ","$2,000.81 ",50,2,Validação documentos,,,,,
753,867,56,2020-10-17 04:01:09 UTC,1%,"$71,643.04 ","$94,801.74 ","$23,158.70 ","$2,350.44 ",38,3,Validação documentos,,,,,
1520,510,56,2012-10-14 20:52:48 UTC,2%,"$112,487.74 ","$224,818.40 ","$112,330.66 ","$4,359.84 ",35,6,Validação documentos,,,,,
1891,188,56,2016-11-18 07:56:20 UTC,1%,"$90,814.59 ","$160,733.90 ","$69,919.31 ","$3,156.13 ",37,0,Validação documentos,,,,,
196,818,57,2017-03-14 21:57:22 UTC,1%,"$71,001.68 ","$140,713.99 ","$69,712.31 ","$1,201.54 ",82,5,Validação documentos,,,,,
1167,204,57,2014-06-18 10:14:22 UTC,1%,"$132,997.94 ","$170,799.29 ","$37,801.35 ","$2,233.34 ",98,3,Validação documentos,,,,,
911,124,58,2019-05-26 21:22:38 UTC,1%,"$23,833.83 ","$28,268.19 ","$4,434.36 ",$332.03 ,114,0,Validação documentos,,,,,
1151,200,58,2015-05-19 07:38:06 UTC,2%,"$41,882.61 ","$55,429.71 ","$13,547.10 ","$1,523.44 ",44,1,Validação documentos,,,,,
1441,342,58,2021-02-26 21:19:33 UTC,2%,"$35,917.27 ","$55,694.86 ","$19,777.59 ",$968.70 ,92,4,Validação documentos,,,,,
657,782,59,2015-11-04 16:57:19 UTC,2%,"$100,683.18 ","$172,385.57 ","$71,702.39 ","$1,963.49 ",106,4,Validação documentos,,,,,
846,817,59,2020-06-02 10:09:57 UTC,2%,"$75,574.24 ","$92,324.12 ","$16,749.88 ","$2,750.01 ",37,3,Validação documentos,,,,,
1001,382,59,2022-11-23 00:22:52 UTC,2%,"$48,982.13 ","$63,327.36 ","$14,345.23 ","$1,403.08 ",54,6,Validação documentos,,,,,
1173,484,59,2016-12-10 20:34:20 UTC,1%,"$98,816.89 ","$164,708.79 ","$65,891.90 ","$1,324.58 ",114,0,Validação documentos,,,,,
271,371,60,2017-03-07 13:37:47 UTC,1%,"$98,377.84 ","$194,572.02 ","$96,194.18 ","$2,423.53 ",55,4,Validação documentos,,,,,
541,975,60,2019-05-14 08:49:23 UTC,2%,"$155,677.25 ","$195,077.87 ","$39,400.62 ","$3,107.45 ",116,2,Validação documentos,,,,,
171,287,61,2012-08-25 06:18:44 UTC,2%,"$65,243.90 ","$81,561.96 ","$16,318.06 ","$1,549.75 ",95,5,Validação documentos,,,,,
732,446,61,2018-01-27 18:07:51 UTC,2%,"$3,643.83 ","$4,746.41 ","$1,102.58 ",$101.04 ,79,6,Validação documentos,,,,,
847,340,61,2012-01-13 07:08:25 UTC,2%,"$147,145.05 ","$242,003.35 ","$94,858.30 ","$10,433.92 ",17,6,Validação documentos,,,,,
871,204,61,2015-07-24 17:40:27 UTC,1%,"$111,999.04 ","$141,174.23 ","$29,175.19 ","$4,989.16 ",26,5,Validação documentos,,,,,
1202,727,61,2013-07-10 21:51:09 UTC,2%,"$78,432.30 ","$151,023.86 ","$72,591.56 ","$7,398.32 ",12,2,Validação documentos,,,,,
1364,106,61,2018-01-07 19:05:43 UTC,2%,"$172,984.90 ","$216,795.47 ","$43,810.57 ","$4,521.21 ",87,6,Validação documentos,,,,,
1389,816,61,2013-04-05 16:23:26 UTC,2%,"$23,214.49 ","$41,458.00 ","$18,243.51 ",$470.79 ,116,6,Validação documentos,,,,,
1637,624,61,2016-08-07 01:58:15 UTC,1%,"$67,980.47 ","$111,265.80 ","$43,285.33 ","$2,184.61 ",36,6,Validação documentos,,,,,
617,410,62,2014-09-26 14:31:38 UTC,2%,"$19,352.04 ","$37,225.21 ","$17,873.17 ",$439.33 ,73,5,Validação documentos,,,,,
695,583,62,2021-11-03 15:35:10 UTC,2%,"$155,637.62 ","$191,034.54 ","$35,396.92 ","$9,176.80 ",21,4,Validação documentos,,,,,
817,974,62,2015-02-23 09:09:08 UTC,2%,"$37,342.07 ","$46,838.35 ","$9,496.28 ","$1,157.75 ",47,1,Validação documentos,,,,,
1297,736,62,2019-01-14 20:56:39 UTC,2%,"$78,684.07 ","$96,060.85 ","$17,376.78 ","$1,621.64 ",119,4,Validação documentos,,,,,
1412,29,62,2016-05-27 16:21:41 UTC,1%,"$89,540.98 ","$108,788.44 ","$19,247.46 ","$1,712.27 ",90,4,Validação documentos,,,,,
1858,756,62,2019-07-31 00:16:19 UTC,2%,"$95,566.49 ","$122,175.94 ","$26,609.45 ","$6,363.28 ",18,1,Validação documentos,,,,,
17,543,63,2019-05-27 06:18:08 UTC,2%,"$35,834.33 ","$65,794.08 ","$29,959.75 ",$907.86 ,117,1,Validação documentos,,,,,
160,609,63,2014-01-29 11:33:43 UTC,1%,"$12,591.13 ","$17,199.61 ","$4,608.48 ",$301.08 ,62,5,Validação documentos,,,,,
356,102,63,2019-04-01 15:30:13 UTC,1%,"$158,206.13 ","$224,611.67 ","$66,405.54 ","$3,757.20 ",53,5,Validação documentos,,,,,
663,498,63,2015-05-24 02:17:25 UTC,2%,"$165,367.65 ","$247,848.06 ","$82,480.41 ","$12,657.14 ",16,1,Validação documentos,,,,,
727,457,63,2016-10-03 05:45:39 UTC,1%,"$92,949.74 ","$163,489.66 ","$70,539.92 ","$1,719.65 ",83,3,Validação documentos,,,,,
894,260,63,2010-05-30 22:47:11 UTC,1%,"$90,752.09 ","$128,050.14 ","$37,298.05 ","$7,111.48 ",14,2,Validação documentos,,,,,
1399,331,63,2022-08-10 19:11:34 UTC,2%,"$146,571.59 ","$247,210.52 ","$100,638.93 ","$4,239.91 ",55,2,Validação documentos,,,,,
499,378,64,2019-10-05 04:24:14 UTC,2%,"$43,067.45 ","$53,713.47 ","$10,646.02 ","$14,945.47 ",3,2,Validação documentos,,,,,
764,693,64,2019-06-04 22:03:24 UTC,1%,"$94,354.88 ","$121,454.58 ","$27,099.70 ","$2,042.71 ",70,5,Validação documentos,,,,,
985,123,64,2010-05-31 22:39:53 UTC,1%,"$54,182.11 ","$68,353.22 ","$14,171.11 ",$942.36 ,94,6,Validação documentos,,,,,
1075,647,64,2011-10-03 05:49:21 UTC,1%,"$28,527.40 ","$41,765.89 ","$13,238.49 ",$651.27 ,68,3,Validação documentos,,,,,
1111,866,64,2020-02-29 21:24:08 UTC,2%,"$170,587.19 ","$205,008.03 ","$34,420.84 ","$4,227.09 ",66,1,Validação documentos,,,,,
1192,258,64,2020-10-29 04:45:35 UTC,1%,"$79,972.88 ","$128,911.67 ","$48,938.79 ","$1,360.47 ",88,0,Validação documentos,,,,,
1986,767,64,2022-06-21 02:05:33 UTC,1%,"$107,348.68 ","$182,012.52 ","$74,663.84 ","$3,288.05 ",42,2,Validação documentos,,,,,
1992,772,64,2016-06-19 04:40:32 UTC,1%,"$48,615.20 ","$84,580.69 ","$35,965.49 ","$2,671.36 ",21,6,Validação documentos,,,,,
466,429,65,2012-11-30 22:23:32 UTC,2%,"$176,947.37 ","$243,282.66 ","$66,335.29 ","$6,427.96 ",37,4,Validação documentos,,,,,
474,247,65,2018-06-14 14:50:52 UTC,2%,"$160,135.89 ","$194,338.25 ","$34,202.36 ","$3,539.35 ",101,6,Validação documentos,,,,,
720,792,65,2013-09-08 07:06:22 UTC,2%,"$160,577.96 ","$202,934.93 ","$42,356.97 ","$4,805.87 ",47,4,Validação documentos,,,,,
797,303,65,2019-07-22 22:34:36 UTC,2%,"$83,840.04 ","$141,952.08 ","$58,112.04 ","$1,817.43 ",119,1,Validação documentos,,,,,
1298,427,65,2014-09-22 17:06:45 UTC,2%,"$80,972.79 ","$138,074.27 ","$57,101.48 ","$1,976.58 ",111,1,Validação documentos,,,,,
1811,772,65,2018-05-30 23:49:59 UTC,2%,"$126,627.65 ","$194,956.96 ","$68,329.31 ","$5,385.47 ",30,2,Validação documentos,,,,,
35,72,66,2020-04-06 01:33:38 UTC,1%,"$4,518.38 ","$5,668.80 ","$1,150.42 ",$194.85 ,27,6,Validação documentos,,,,,
1052,519,66,2017-01-15 21:55:52 UTC,1%,"$134,593.16 ","$185,262.80 ","$50,669.64 ","$3,779.70 ",47,4,Validação documentos,,,,,
1072,650,66,2012-11-08 17:36:52 UTC,2%,"$5,222.65 ","$9,443.42 ","$4,220.77 ",$703.75 ,8,3,Validação documentos,,,,,
1480,453,66,2010-12-22 23:27:57 UTC,2%,"$37,387.58 ","$66,916.64 ","$29,529.06 ","$3,270.69 ",13,3,Validação documentos,,,,,
1576,843,66,2012-09-07 20:07:09 UTC,1%,"$142,097.95 ","$227,374.90 ","$85,276.95 ","$7,783.88 ",21,3,Validação documentos,,,,,
1710,483,66,2015-05-16 08:45:18 UTC,1%,"$107,807.31 ","$215,518.86 ","$107,711.55 ","$1,763.15 ",120,3,Validação documentos,,,,,
1978,443,66,2021-07-12 20:46:07 UTC,1%,"$42,019.74 ","$51,632.31 ","$9,612.57 ",$771.90 ,77,1,Validação documentos,,,,,
1997,100,66,2010-10-13 20:57:25 UTC,2%,"$114,705.96 ","$183,412.54 ","$68,706.58 ","$3,030.98 ",105,2,Validação documentos,,,,,
384,521,67,2015-08-17 20:53:25 UTC,2%,"$126,905.43 ","$198,751.32 ","$71,845.89 ","$3,747.18 ",50,1,Validação documentos,,,,,
1003,510,67,2011-04-12 13:03:18 UTC,2%,"$53,343.51 ","$90,077.73 ","$36,734.22 ","$4,310.72 ",14,4,Validação documentos,,,,,
1506,967,67,2015-04-10 01:24:20 UTC,2%,"$21,632.99 ","$31,454.17 ","$9,821.18 ","$1,548.20 ",16,0,Validação documentos,,,,,
1712,398,67,2014-04-18 03:30:23 UTC,2%,"$62,315.23 ","$77,901.30 ","$15,586.07 ","$3,989.80 ",20,3,Validação documentos,,,,,
44,783,68,2010-08-29 02:38:52 UTC,1%,"$161,718.07 ","$215,887.80 ","$54,169.73 ","$10,618.45 ",17,1,Validação documentos,,,,,
245,253,68,2020-07-03 09:25:31 UTC,2%,"$19,945.24 ","$23,755.74 ","$3,810.50 ","$4,184.99 ",5,4,Validação documentos,,,,,
341,903,68,2016-10-11 17:58:51 UTC,1%,"$121,703.01 ","$154,883.11 ","$33,180.10 ","$123,090.43 ",1,2,Validação documentos,,,,,
692,315,68,2020-08-22 22:06:53 UTC,2%,"$136,288.52 ","$205,051.67 ","$68,763.15 ","$2,531.02 ",117,4,Validação documentos,,,,,
931,39,68,2013-02-12 09:17:56 UTC,2%,"$62,881.00 ","$120,235.95 ","$57,354.95 ","$1,499.51 ",93,2,Validação documentos,,,,,
1324,545,68,2022-01-14 04:55:43 UTC,2%,"$98,895.85 ","$188,489.14 ","$89,593.29 ","$3,575.32 ",36,5,Validação documentos,,,,,
1419,104,68,2021-06-25 03:25:39 UTC,2%,"$1,208.69 ","$1,608.90 ",$400.21 ,$30.95 ,91,4,Validação documentos,,,,,
1592,357,68,2020-02-08 17:56:18 UTC,1%,"$179,134.54 ","$239,219.58 ","$60,085.04 ","$10,016.99 ",20,6,Validação documentos,,,,,
502,445,69,2020-09-06 04:47:20 UTC,2%,"$24,748.49 ","$40,543.55 ","$15,795.06 ","$8,618.46 ",3,3,Validação documentos,,,,,
659,520,69,2020-05-03 03:03:39 UTC,1%,"$20,736.80 ","$35,307.54 ","$14,570.74 ","$1,617.95 ",14,3,Validação documentos,,,,,
990,496,69,2014-08-18 02:42:54 UTC,1%,"$111,385.36 ","$146,883.76 ","$35,498.40 ","$22,875.38 ",5,5,Validação documentos,,,,,
1091,967,69,2014-12-02 17:51:49 UTC,1%,"$90,643.97 ","$136,585.04 ","$45,941.07 ","$1,552.73 ",81,4,Validação documentos,,,,,
1789,467,69,2013-12-07 08:40:25 UTC,2%,"$119,494.48 ","$172,453.13 ","$52,958.65 ","$3,200.97 ",64,1,Validação documentos,,,,,
1953,451,70,2019-11-18 18:49:06 UTC,1%,"$76,753.48 ","$132,048.13 ","$55,294.65 ","$1,451.55 ",102,1,Validação documentos,,,,,
772,67,71,2014-06-15 13:44:56 UTC,2%,"$172,345.42 ","$225,537.64 ","$53,192.22 ","$4,066.60 ",99,6,Validação documentos,,,,,
1056,857,71,2012-10-17 12:05:28 UTC,2%,"$7,978.49 ","$13,850.05 ","$5,871.56 ",$212.65 ,90,0,Validação documentos,,,,,
1086,697,71,2010-11-30 10:23:32 UTC,1%,"$39,829.41 ","$47,152.24 ","$7,322.83 ",$598.01 ,98,6,Validação documentos,,,,,
1536,197,71,2021-10-19 04:18:17 UTC,1%,"$115,504.69 ","$220,508.17 ","$105,003.48 ","$1,816.57 ",93,4,Validação documentos,,,,,
1706,790,71,2015-03-28 23:40:51 UTC,2%,"$89,739.30 ","$140,752.04 ","$51,012.74 ","$2,920.05 ",46,1,Validação documentos,,,,,
959,274,72,2016-11-28 15:42:34 UTC,2%,"$8,101.37 ","$13,208.09 ","$5,106.72 ","$1,450.70 ",6,0,Validação documentos,,,,,
963,328,72,2012-04-27 10:41:18 UTC,1%,"$134,884.60 ","$213,373.63 ","$78,489.03 ","$136,287.40 ",1,5,Validação documentos,,,,,
989,572,72,2014-03-21 06:34:00 UTC,2%,"$107,061.69 ","$155,623.00 ","$48,561.31 ","$2,449.15 ",91,3,Validação documentos,,,,,
1369,338,72,2013-08-30 11:18:10 UTC,1%,"$42,079.17 ","$81,806.23 ","$39,727.06 ","$1,912.89 ",26,3,Validação documentos,,,,,
1584,322,72,2014-12-31 01:15:41 UTC,2%,"$35,841.42 ","$64,959.17 ","$29,117.75 ",$863.51 ,92,6,Validação documentos,,,,,
16,981,73,2020-11-23 10:51:35 UTC,1%,"$38,057.26 ","$74,565.70 ","$36,508.44 ","$1,118.48 ",41,4,Validação documentos,,,,,
138,490,73,2021-01-26 19:49:48 UTC,1%,"$7,254.41 ","$8,976.72 ","$1,722.31 ",$130.40 ,84,4,Validação documentos,,,,,
579,407,73,2015-04-19 23:00:07 UTC,1%,"$90,329.73 ","$156,474.35 ","$66,144.62 ","$2,196.74 ",56,2,Validação documentos,,,,,
601,652,73,2017-08-26 01:16:31 UTC,2%,"$17,368.03 ","$21,074.37 ","$3,706.34 ",$437.49 ,96,5,Validação documentos,,,,,
765,313,73,2012-08-08 12:16:18 UTC,2%,"$88,232.11 ","$162,005.10 ","$73,772.99 ","$5,828.50 ",18,1,Validação documentos,,,,,
947,140,73,2021-08-15 04:03:02 UTC,1%,"$137,099.43 ","$184,068.72 ","$46,969.29 ","$2,501.99 ",82,2,Validação documentos,,,,,
999,104,73,2015-11-08 19:24:08 UTC,2%,"$28,303.16 ","$53,128.03 ","$24,824.87 ","$1,079.73 ",43,1,Validação documentos,,,,,
1037,442,73,2022-01-20 05:30:48 UTC,2%,"$144,531.28 ","$188,545.92 ","$44,014.64 ","$5,171.01 ",37,0,Validação documentos,,,,,
1153,501,73,2020-05-12 00:10:40 UTC,2%,"$2,353.70 ","$3,488.27 ","$1,134.57 ",$69.40 ,63,3,Validação documentos,,,,,
1588,889,73,2011-07-23 03:55:31 UTC,1%,"$19,969.46 ","$28,148.71 ","$8,179.25 ","$3,500.37 ",6,0,Validação documentos,,,,,
1667,684,73,2013-11-18 00:51:25 UTC,1%,"$118,073.18 ","$178,655.96 ","$60,582.78 ","$2,710.79 ",62,6,Validação documentos,,,,,
887,989,74,2020-06-23 04:56:07 UTC,2%,"$14,742.67 ","$18,687.04 ","$3,944.37 ",$328.12 ,98,0,Validação documentos,,,,,
1825,430,74,2013-07-27 15:55:08 UTC,2%,"$191,084.08 ","$230,874.08 ","$39,790.00 ","$4,070.35 ",115,3,Validação documentos,,,,,
1993,765,74,2016-12-22 19:26:50 UTC,2%,"$156,096.67 ","$195,335.64 ","$39,238.97 ","$3,138.54 ",101,1,Validação documentos,,,,,
99,588,76,2019-04-06 06:48:25 UTC,2%,"$49,638.64 ","$98,332.09 ","$48,693.45 ","$1,242.24 ",95,0,Validação documentos,,,,,
489,42,76,2020-04-13 00:38:28 UTC,1%,"$17,452.67 ","$28,326.94 ","$10,874.27 ",$628.16 ,34,1,Validação documentos,,,,,
538,457,76,2014-08-04 17:25:14 UTC,1%,"$149,087.74 ","$177,171.70 ","$28,083.96 ","$3,690.82 ",52,2,Validação documentos,,,,,
729,768,76,2014-09-11 05:29:49 UTC,2%,"$86,828.39 ","$107,021.35 ","$20,192.96 ","$1,828.10 ",107,2,Validação documentos,,,,,
806,433,76,2016-08-09 07:16:08 UTC,1%,"$86,911.40 ","$152,189.73 ","$65,278.33 ","$1,665.59 ",76,1,Validação documentos,,,,,
909,177,76,2016-12-24 09:40:10 UTC,2%,"$35,356.98 ","$61,462.35 ","$26,105.37 ","$1,027.61 ",62,6,Validação documentos,,,,,
1114,545,76,2014-05-29 05:01:57 UTC,1%,"$143,079.42 ","$182,739.35 ","$39,659.93 ","$3,568.40 ",61,2,Validação documentos,,,,,
1237,676,76,2022-08-21 21:19:10 UTC,1%,"$60,455.78 ","$115,572.93 ","$55,117.15 ","$1,110.35 ",84,3,Validação documentos,,,,,
1574,494,76,2017-06-29 15:17:51 UTC,1%,"$113,387.00 ","$151,837.65 ","$38,450.65 ","$3,793.55 ",38,3,Validação documentos,,,,,
1725,923,76,2019-08-01 02:38:40 UTC,2%,"$38,494.16 ","$47,082.59 ","$8,588.43 ",$845.78 ,81,3,Validação documentos,,,,,
1973,893,76,2014-10-25 09:31:50 UTC,1%,"$107,199.26 ","$141,694.47 ","$34,495.21 ","$2,789.98 ",51,3,Validação documentos,,,,,
1982,531,76,2022-05-21 06:01:35 UTC,2%,"$86,822.75 ","$136,106.33 ","$49,283.58 ","$3,002.67 ",44,3,Validação documentos,,,,,
877,630,77,2020-04-22 19:12:03 UTC,1%,"$14,004.70 ","$18,885.91 ","$4,881.21 ",$213.01 ,106,4,Validação documentos,,,,,
1270,501,77,2010-05-09 20:31:40 UTC,1%,"$113,531.16 ","$143,216.91 ","$29,685.75 ","$3,317.09 ",41,5,Validação documentos,,,,,
1471,196,77,2016-01-09 21:54:53 UTC,1%,"$162,995.52 ","$232,447.69 ","$69,452.17 ","$7,859.15 ",23,5,Validação documentos,,,,,
1606,471,77,2018-09-14 00:20:00 UTC,2%,"$100,544.93 ","$132,337.01 ","$31,792.08 ","$2,635.70 ",109,3,Validação documentos,,,,,
609,513,78,2010-03-10 03:53:20 UTC,2%,"$148,922.93 ","$226,481.53 ","$77,558.60 ","$38,883.17 ",4,3,Validação documentos,,,,,
751,387,78,2013-01-04 04:54:44 UTC,2%,"$10,569.28 ","$12,704.21 ","$2,134.93 ",$511.98 ,26,2,Validação documentos,,,,,
1454,243,78,2010-02-16 17:52:27 UTC,2%,"$18,572.26 ","$33,236.37 ","$14,664.11 ","$1,140.76 ",21,6,Validação documentos,,,,,
80,767,79,2011-01-15 07:18:31 UTC,2%,"$15,438.62 ","$24,044.68 ","$8,606.06 ",$417.45 ,56,1,Validação documentos,,,,,
1241,551,79,2018-12-12 22:42:39 UTC,2%,"$48,477.52 ","$59,741.43 ","$11,263.91 ","$1,024.96 ",95,3,Validação documentos,,,,,
287,841,80,2014-12-28 06:32:30 UTC,1%,"$23,795.02 ","$38,379.64 ","$14,584.62 ",$391.46 ,96,0,Validação documentos,,,,,
380,151,80,2012-05-24 03:41:24 UTC,2%,"$24,299.62 ","$35,011.19 ","$10,711.57 ",$544.36 ,116,1,Validação documentos,,,,,
1087,86,80,2011-02-21 12:57:02 UTC,2%,"$141,117.54 ","$168,527.69 ","$27,410.15 ","$3,680.85 ",66,6,Validação documentos,,,,,
1784,261,80,2011-07-19 04:20:27 UTC,2%,"$104,959.12 ","$150,137.72 ","$45,178.60 ","$2,304.06 ",112,5,Validação documentos,,,,,
112,379,81,2010-07-16 00:24:11 UTC,1%,"$4,014.16 ","$6,914.30 ","$2,900.14 ",$73.31 ,112,3,Validação documentos,,,,,
146,666,81,2018-05-31 15:02:54 UTC,2%,"$163,973.74 ","$224,240.67 ","$60,266.93 ","$4,304.30 ",78,5,Validação documentos,,,,,
1143,681,81,2010-12-03 12:36:06 UTC,2%,"$61,946.48 ","$78,942.57 ","$16,996.09 ","$1,408.37 ",116,0,Validação documentos,,,,,
1203,788,81,2015-08-24 19:26:44 UTC,2%,"$15,672.89 ","$31,093.89 ","$15,421.00 ",$643.64 ,33,3,Validação documentos,,,,,
1333,870,81,2017-11-03 09:46:58 UTC,2%,"$36,158.12 ","$68,839.18 ","$32,681.06 ",$769.40 ,92,6,Validação documentos,,,,,
1778,154,81,2016-11-13 09:22:54 UTC,2%,"$59,454.69 ","$87,337.04 ","$27,882.35 ","$3,089.41 ",23,5,Validação documentos,,,,,
406,487,82,2017-04-29 16:23:53 UTC,2%,"$99,008.81 ","$196,146.98 ","$97,138.17 ","$1,807.00 ",120,5,Validação documentos,,,,,
